gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_total,black_total,asian_total,aian_total,nhpi_total,other_total,multi_total,male_age_low_edu_low,female_age_low_edu_low,male_age_low_edu_mid,female_age_low_edu_mid,male_age_low_edu_high,female_age_low_edu_high,male_age_low_edu_very_high,female_age_low_edu_very_high,male_age_mid_edu_low,female_age_mid_edu_low,male_age_mid_edu_mid,female_age_mid_edu_mid,male_age_mid_edu_high,female_age_mid_edu_high,male_age_mid_edu_very_high,female_age_mid_edu_very_high,male_age_high_edu_low,female_age_high_edu_low,male_age_high_edu_mid,female_age_high_edu_mid,male_age_high_edu_high,female_age_high_edu_high,male_age_high_edu_very_high,female_age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G3300110,2016,NEW HAMPSHIRE,Hillsborough County,411087,892.475,26843,38821,372266,159200,4406,10993,137912,5889,235326,224741,10214,371,100384,78655,39478,32560,368550,11530,16744,488,200,3299,10276,1643,1298,4795,5261,8009,7708,2354,3908,3101,2482,11182,11462,14463,14076,8161,8157,1993,2624,4227,5998,5618,5432,4953,3355,40419,102949,174399,4500,18538,99589,100013,14555,196930
G3300130,2016,NEW HAMPSHIRE,Merrimack County,149452,954.972,3104,7962,141490,57843,2014,4024,49450,2355,82234,78874,3175,185,41780,72478,36148,10317,140759,1957,3103,253,19,559,2802,580,217,2135,1953,1989,2099,556,1332,1107,717,3804,4105,3979,5126,3398,3481,629,632,1865,2789,2299,2369,2382,1777,15703,35847,66000,1152,7072,40198,37674,5776,65804
G3300150,2016,NEW HAMPSHIRE,Rockingham County,305129,795.239,8713,14666,290463,120147,2674,6332,108074,3067,180767,173214,6706,847,71659,90429,45242,14207,289348,2295,5971,175,0,1714,5626,830,365,3680,3062,5539,6073,1796,3017,1923,982,8859,9731,12161,12402,7139,7539,1389,1800,4032,5102,4744,4403,4524,3382,28151,69299,143113,2536,13242,79994,90447,10993,123695
G3300170,2016,NEW HAMPSHIRE,Strafford County,128237,382.587,3003,6958,121279,48548,1740,3768,40733,2307,73152,69879,2983,290,33465,70650,34161,11869,119002,1111,4556,67,26,345,3130,531,306,1813,1253,2237,2525,937,1437,1079,709,3407,3381,3271,3892,1871,1961,624,900,1402,1842,1321,1368,1476,1089,12159,39045,50988,1030,4989,34894,29072,5034,59237
G3300190,2016,NEW HAMPSHIRE,Sullivan County,43125,552.133,644,1193,41932,17740,706,1800,14433,801,22141,21315,826,0,13603,60780,31668,4569,41564,359,329,221,0,36,616,198,141,382,302,525,682,129,202,483,354,1144,1139,1070,1154,416,865,359,413,637,834,637,543,592,457,5456,9536,18133,651,2601,10210,10796,1677,20442
G3400010,2016,NEW JERSEY,Atlantic County,268539,671.832,50129,43395,225144,99874,4758,10179,79109,5828,141178,127434,13480,264,76347,59989,31366,37471,178914,40319,21567,969,115,16567,10088,1150,1008,3796,3334,2655,4183,1043,1622,2506,2386,8330,7794,6729,8004,3047,3786,1992,2693,3504,4193,3531,2980,2635,1667,24583,76578,99835,5184,14606,60924,52690,3677,151248
G3400030,2016,NEW JERSEY,Bergen County,929999,246.435,180529,285118,644881,338249,9075,20015,294767,14392,498649,476034,22404,211,257002,95837,48426,64674,663672,55497,150137,1695,336,35708,22954,1192,1140,9204,8084,19298,21283,7041,10797,4545,4210,19852,20790,37910,44176,25743,23966,4291,5860,9166,11807,15436,15176,14205,10372,59374,230441,420919,10528,46162,231211,175529,12556,510703
G3400050,2016,NEW JERSEY,Burlington County,446367,820.172,35026,43135,403232,165496,3729,9760,146455,5552,242130,222818,14969,4343,120796,84992,41517,28151,322158,74431,21620,345,255,10058,17500,1362,786,6008,5340,7926,9480,2315,3802,2518,1802,12183,13092,14340,16561,9286,8651,1921,3470,5414,7040,6722,5402,4681,4064,35223,114703,190344,6376,22462,121725,89272,7946,227424
G3400070,2016,NEW JERSEY,Camden County,507367,227.42,83057,55889,451478,187158,7829,17237,149312,12780,266763,247509,18876,378,137378,67118,34280,62871,320830,97896,29045,1172,230,43095,15099,2431,1687,8298,7267,8018,9824,2590,4673,4847,3957,12771,14540,11911,14637,7826,8254,3388,4741,5290,6060,5436,5775,4779,3421,38724,155201,181683,9460,25912,146717,72631,7244,280775
G3400090,2016,NEW JERSEY,Cape May County,93705,620.301,6988,4495,89210,39904,1630,3381,32704,2189,46009,41593,3490,926,33289,63690,38496,10140,85531,4358,910,26,29,1264,1587,226,215,1079,1078,913,1515,279,431,626,656,2683,2790,2757,3383,1403,1718,787,1018,1780,2356,2110,1811,1756,1193,7668,21012,43747,1236,6496,18750,28446,1526,44983
G3400110,2016,NEW JERSEY,Cumberland County,153400,677.849,46254,16027,137373,50608,2519,5945,37888,4256,67897,62928,4928,41,53300,52593,23946,24830,103099,29573,2182,1136,14,10815,6581,1965,668,2078,1959,854,1640,197,574,2777,2047,3441,4368,1892,2209,712,881,1331,1801,1298,1682,943,1051,708,519,13413,50144,48366,3552,7478,27771,24453,1780,99396
G3400130,2016,NEW JERSEY,Essex County,793555,129.391,180241,209992,583563,282502,15095,28193,214545,24669,411611,373790,37731,90,213359,59302,37141,127250,334450,316192,41500,1997,240,79630,19546,3305,2662,10173,11208,11723,15043,4044,6756,7385,7006,17194,19952,19817,23370,15412,15609,3918,6296,5039,8263,7150,8622,8196,6667,54104,273158,252257,19451,36696,240837,63176,6921,482621
G3400150,2016,NEW JERSEY,Gloucester County,290852,336.765,17292,15476,275376,104587,2650,7169,90917,3851,157708,147707,9912,89,76051,85160,37888,21275,237686,29956,8949,183,89,5743,8246,643,347,3885,3491,4296,5725,1609,2502,1963,1563,7836,9071,7952,8776,3879,4845,1537,2544,3378,3574,2850,2907,1806,1257,20939,77098,121022,4061,14894,66870,67544,5128,151310
G3400170,2016,NEW JERSEY,Hudson County,668631,62.394,288749,285998,382633,255429,11582,21939,202526,19382,375306,352378,22703,225,168957,66289,38147,107718,368360,83215,100564,2110,600,91021,22761,2545,1881,9406,8728,26066,26243,14850,15562,6258,6644,11813,12109,14893,16645,7825,7288,4198,5107,3117,4162,4768,5045,2904,2957,46939,224640,236922,15479,26830,163917,49043,6415,449256
G3400190,2016,NEW JERSEY,Hunterdon County,125051,437.421,7942,11270,113781,47180,666,2111,43072,1331,69156,66375,2734,47,34508,112535,54984,5828,113719,3369,4934,63,41,1277,1648,186,44,947,990,2041,2014,512,1191,340,395,2881,3359,6316,7541,5156,4699,545,769,1496,1997,2489,2066,2312,1609,8794,29029,61522,955,5364,28898,38712,3226,54215
G3400210,2016,NEW JERSEY,Mercer County,368762,228.865,63371,81167,287595,129873,4426,9827,108220,7400,193843,180710,13094,39,105023,79990,42155,40026,234759,76176,39632,491,126,9700,7878,1666,1176,4105,4401,5324,5227,3631,4509,3275,2375,7493,9128,10452,12864,11059,9928,1829,2698,2947,4172,4225,4888,5833,4594,24505,114378,141627,6337,16872,104775,46193,5561,212233
G3400230,2016,NEW JERSEY,Middlesex County,826698,322.91,171616,270276,556422,284174,7353,16842,248009,11970,429947,405537,24243,167,236688,85954,38140,67432,487018,84342,197711,1864,306,34033,21424,1673,1615,9584,8416,17122,20508,9736,12044,6086,5391,17495,18379,25111,28280,18280,15399,3694,5675,6878,8584,10161,9373,9451,7010,47355,225411,355562,9340,39119,193044,122953,10105,500596
G3400250,2016,NEW JERSEY,Monmouth County,623387,665.471,66528,83067,540320,233874,6489,14796,203389,9200,333518,315831,17324,363,172609,95699,48959,45873,513711,43959,33772,1000,271,17875,12799,968,962,6785,5077,11019,11775,3440,5932,4129,2876,15655,17462,25585,27254,17800,16984,2565,3830,7309,9470,9848,9327,10467,7790,43494,158616,274807,5873,31808,137181,166723,10473,309010
G3400270,2016,NEW JERSEY,Morris County,494383,481.549,64765,94464,399919,180896,3407,7800,165025,4664,274606,261479,12939,188,127279,111316,55826,22607,403998,16605,50403,684,109,12759,9825,447,229,4518,3232,10457,10623,4359,6483,1953,1380,10594,11026,22081,25348,18578,16231,1992,2757,4802,6652,8371,8267,9288,6528,31814,119678,229482,4602,22728,115249,126071,9096,243967
G3400290,2016,NEW JERSEY,Ocean County,591939,914.832,53964,46813,545126,225270,7622,20399,187565,9684,272945,256360,16052,533,193130,68021,34784,62837,539689,18185,11407,337,275,12518,9528,1761,1017,7870,5957,7887,9372,2448,3774,3629,2925,16627,16508,13444,15692,6492,6955,4555,5705,10947,13357,9889,8690,7189,5775,44922,129605,252685,5457,40908,87150,179079,8133,317577
G3400310,2016,NEW JERSEY,Passaic County,504041,198.388,206100,148834,355207,163670,7002,15521,129432,11715,251608,238879,12613,116,144713,66476,30800,82823,313306,57437,26351,1831,171,89838,15107,2412,1796,6522,6650,7762,8850,1976,3433,4969,4753,9690,11286,11681,12770,5905,6356,2411,3738,3635,4973,4944,4515,3768,2775,32164,157026,181368,9872,22788,116759,72902,5141,309239
G3400330,2016,NEW JERSEY,Salem County,63336,372.55,5475,2865,60471,23908,1096,2252,19110,1450,31689,29352,2324,13,19631,64309,32526,8067,51120,8353,666,182,0,1083,1932,321,131,746,992,479,833,85,349,763,534,1568,1909,1082,1470,606,628,539,730,795,904,504,536,307,323,5432,16461,24999,1147,4032,11904,16381,1209,33842
G3400350,2016,NEW JERSEY,Somerset County,330176,304.953,47729,82643,247533,117012,2178,5405,106240,3189,181554,173381,8127,46,83573,111772,54393,15319,222500,31853,57302,778,23,10472,7248,419,471,3198,2385,6337,5960,2993,4770,1172,935,6906,7535,14380,17026,14132,12175,824,1640,2676,4011,5285,4922,6023,3992,20501,80469,151735,3194,14339,85689,65505,5898,173084
G3400370,2016,NEW JERSEY,Sussex County,142298,535.439,11109,11236,131062,53361,985,2901,48076,1399,80059,75439,4598,22,37189,90520,42639,7191,132221,3262,2943,50,27,1612,2183,107,108,1752,1535,2095,2272,433,741,1244,618,4784,4797,4984,5598,2493,2716,601,793,1989,2268,2326,1988,1604,1298,11236,34079,65226,1954,6688,24212,46658,3256,68172
G3400390,2016,NEW JERSEY,Union County,553066,105.487,171745,165678,387388,188987,5433,14570,159945,9039,299008,279881,18843,284,138473,77095,40201,53602,310654,117079,27959,1580,85,80862,14847,1865,1326,7393,7413,8110,9922,2799,4928,4799,3837,11566,13615,15012,16906,11118,11216,3107,3696,4213,5715,4963,5644,5689,4674,35694,165981,206952,9465,26822,147414,68114,6447,331091
G3400410,2016,NEW JERSEY,Warren County,106293,362.622,9411,10222,96071,41350,1253,3006,35699,1392,58928,55187,3700,41,28768,78145,38132,8147,94352,4707,2849,156,15,2046,2168,237,119,1138,1076,1230,1725,432,813,876,720,2963,3322,3207,3829,1683,1859,581,919,1543,1559,1378,1503,1007,760,8418,26424,46657,1386,6100,17281,29858,2097,57057
G3500010,2016,NEW MEXICO,Bernalillo County,677692,1167.395,337627,68965,608727,265657,13787,29767,200136,21967,339048,315193,21165,2690,204486,51643,29415,116628,501468,19260,17534,32867,493,77556,28514,4842,3530,14131,14367,9564,10418,5311,6338,5297,4995,17459,20541,13937,16850,13160,14370,2317,3754,9617,13114,8959,9261,10219,8722,75889,198719,237045,8944,31364,143417,94698,36547,403030
G3500030,2016,NEW MEXICO,Catron County,3539,6929.635,635,68,3471,1381,49,148,1080,104,842,842,0,0,2348,42480,20767,810,3504,0,6,2,0,16,11,0,0,39,0,37,6,0,0,17,0,62,154,100,82,76,28,43,17,285,94,140,32,81,55,210,810,1788,38,357,427,1464,158,1490
G3500050,2016,NEW MEXICO,Chaves County,65459,6075.053,36797,8342,57117,23169,1656,3388,16196,1929,28353,26629,1659,65,21860,43197,21356,13111,55609,1111,405,1063,23,5502,1746,620,535,974,1382,499,384,58,249,877,604,1414,1999,912,1012,433,611,432,555,926,1063,486,729,403,481,6717,16104,23771,1131,3350,5534,12872,1865,45188
G3500060,2016,NEW MEXICO,Cibola County,26978,4542.108,10319,826,26152,8939,735,1311,5878,1015,11293,9537,1736,20,10142,37368,18514,6758,12624,305,93,11318,6,1856,776,243,205,405,560,110,245,68,18,414,319,950,904,266,347,124,240,281,262,399,595,222,140,147,122,2830,8127,8415,582,1745,3741,3195,1127,18915
G3500070,2016,NEW MEXICO,Colfax County,12353,3768.112,6105,435,11918,5678,662,920,3489,607,5223,4737,486,0,5064,33783,22293,2797,10673,67,42,245,0,912,414,64,23,170,195,31,80,11,52,147,133,451,492,233,291,119,114,56,161,367,401,259,133,185,190,1618,2687,4961,112,1041,2129,2585,618,7021
G3500090,2016,NEW MEXICO,Curry County,50199,1408.606,20872,5085,45114,18515,1173,2029,13775,1538,24543,20673,1507,2363,13734,46182,23729,10119,33555,2717,815,555,128,10105,2324,390,387,1464,1293,645,729,187,223,575,536,1174,1161,503,871,298,448,142,339,641,688,338,327,251,237,5049,13081,18031,604,2016,3121,9035,1214,36829
G3500110,2016,NEW MEXICO,De Baca County,2060,2334.328,949,54,2006,705,86,115,443,61,776,748,28,0,842,31028,19215,340,1536,33,6,0,0,334,151,1,17,48,6,0,0,0,0,15,34,106,35,35,23,15,10,16,13,110,57,0,2,0,11,140,618,596,55,249,193,620,97,1150
G3500150,2016,NEW MEXICO,Eddy County,57437,4198.139,27799,3675,53762,21264,756,2130,17044,1334,27377,26013,1230,134,16575,62982,28957,8663,52273,891,225,869,0,2324,855,672,283,1138,1147,347,403,77,179,505,546,1279,1503,888,601,383,460,478,385,810,899,339,385,318,290,5837,12501,22776,889,2758,5033,13147,1487,37770
G3500170,2016,NEW MEXICO,Grant County,28061,3967.094,14127,1046,27015,12003,738,1733,8109,1423,11349,10473,859,17,11439,37880,24913,5970,26268,197,79,610,6,342,559,168,97,440,429,229,226,37,57,126,208,1085,916,508,664,178,568,154,399,820,816,663,421,643,586,3450,6817,10712,270,1958,6276,5288,1247,15250
G3500190,2016,NEW MEXICO,Guadalupe County,4382,3030.873,3434,70,4312,1404,168,437,672,127,1399,1311,88,0,2292,24085,17930,538,3605,59,0,71,0,511,136,104,27,95,74,70,16,8,35,68,71,66,123,84,55,12,38,100,49,47,126,36,6,0,0,538,1548,1144,136,366,970,595,262,2555
G3500230,2016,NEW MEXICO,Hidalgo County,4371,3447.576,2535,310,4061,1753,158,296,1042,257,1741,1541,156,44,1738,36339,20275,1199,4197,27,0,28,0,59,60,66,15,42,70,9,33,0,13,45,23,182,169,50,42,20,30,41,62,60,94,81,19,32,35,380,863,1867,86,337,784,910,178,2499
G3500250,2016,NEW MEXICO,Lea County,70126,4394.676,40594,11549,58577,22114,1502,1968,17225,1419,30650,28674,1971,5,20425,59797,24879,11203,62145,2707,155,628,27,3042,1422,982,488,1004,1521,373,382,118,127,978,899,1399,1380,584,785,507,521,499,475,567,1069,442,228,216,234,5623,16414,26246,1119,2821,3930,12495,1287,52414
G3500270,2016,NEW MEXICO,Lincoln County,19482,4831.307,6362,1698,17784,7815,650,991,5609,565,7291,6979,312,0,9202,42267,26534,3134,18236,179,91,327,0,178,471,71,21,232,250,49,93,19,10,96,155,616,688,546,797,143,241,88,192,609,563,683,620,466,231,2389,3346,9075,302,1435,2331,5896,675,10580
G3500280,2016,NEW MEXICO,Los Alamos County,18356,109.272,3236,1699,16657,7567,171,205,6909,282,9872,9516,341,15,4772,115248,56410,959,15686,36,996,201,0,567,870,52,0,138,98,257,290,547,332,23,28,319,388,746,970,1452,868,14,78,293,301,244,465,736,304,1479,3458,9377,26,587,5562,3359,1964,7471
G3500290,2016,NEW MEXICO,Luna County,24264,2965.397,16164,4488,19776,9025,856,1524,4908,1737,8703,7658,1045,0,9781,27377,16496,7206,22208,336,168,250,9,877,416,304,257,215,313,98,69,50,34,353,357,405,518,225,319,140,92,238,322,462,393,163,230,145,127,2891,5472,8214,750,1517,3195,3478,622,16969
G3500310,2016,NEW MEXICO,McKinley County,72849,5455.937,10434,1740,71109,20295,1688,3027,11748,3832,28027,23614,4411,2,25913,31674,15278,25986,10948,488,746,55891,30,2676,2070,916,588,1382,1826,203,319,46,194,1282,1478,1426,1620,588,746,430,664,439,727,570,853,235,140,261,329,4235,26874,18694,1389,3754,13576,5104,3023,51146
G3500330,2016,NEW MEXICO,Mora County,4563,1930.027,3701,39,4524,1535,273,267,810,185,1510,1399,111,0,2241,26968,17689,881,2684,1,0,3,0,1839,36,0,3,30,202,69,5,0,0,53,46,226,251,9,24,51,49,24,49,67,291,78,6,9,61,617,1586,1306,100,230,1536,665,240,2122
G3500350,2016,NEW MEXICO,Otero County,65745,6626.795,24999,7481,58264,23391,1509,2929,16721,2232,28379,23841,2080,2458,23596,42752,22477,13232,51539,2358,941,4385,152,4121,2249,624,360,1596,1214,709,623,174,215,867,728,1709,2067,810,805,486,653,359,530,1659,1664,552,414,750,470,7221,16215,25001,988,3276,6124,11887,2049,45685
G3500370,2016,NEW MEXICO,Quay County,8373,2881.105,3781,237,8136,3060,276,821,1706,257,3032,2846,186,0,3570,27075,18637,1828,7551,128,90,157,19,316,112,16,168,84,57,34,47,14,48,61,38,212,159,97,111,79,75,125,102,194,199,65,97,52,102,946,2268,2587,216,691,1017,2212,343,4801
G3500410,2016,NEW MEXICO,Roosevelt County,19117,2453.252,7941,2140,16977,6993,470,939,4680,904,9119,7957,795,367,5739,40775,19849,4601,14215,522,110,104,0,3277,889,180,103,453,247,110,257,99,51,208,161,323,376,294,402,221,244,193,116,138,268,153,139,158,227,1352,5970,6566,216,1035,1454,3884,612,13167
G3500450,2016,NEW MEXICO,San Juan County,127455,5538.401,25619,4006,123449,43134,2529,4804,32078,3723,55819,50732,4986,101,40799,50582,23206,26707,66357,816,988,50524,75,5319,3376,1124,1030,2879,2654,630,939,175,419,1486,1253,4141,4216,1046,1608,825,1356,602,964,1659,2445,734,721,846,762,10702,35224,45172,1937,5485,12865,27946,5299,81345
G3500470,2016,NEW MEXICO,San Miguel County,28034,4741.874,21757,998,27036,11292,1182,1526,6672,1912,10375,9714,661,0,13064,31660,20285,7319,15503,376,375,370,59,10315,1036,192,71,577,337,288,366,30,186,502,375,1050,1033,275,663,226,302,386,406,318,590,307,241,510,423,3742,10033,7670,501,1745,7285,2313,1153,17283
G3500430,2016,NEW MEXICO,Sandoval County,140769,3714.276,54038,7973,132796,50340,1840,4156,40765,3579,65779,60468,5076,235,45330,59420,27549,19895,100391,3098,1943,17653,243,11885,5556,789,631,2618,2364,1031,1946,237,409,1278,1130,5102,4959,3120,3591,2075,2793,564,724,2202,3074,2201,1803,2014,1811,14862,33984,57006,1293,6025,27707,25905,8078,79079
G3500490,2016,NEW MEXICO,Santa Fe County,148917,1909.362,76404,18660,130257,61972,2462,5511,50341,3658,74009,70648,3303,58,50490,59192,37080,18675,124370,1496,1885,4736,175,12132,4123,1017,470,1716,1871,1527,1852,757,1138,1102,854,3784,4690,4158,5265,3959,4506,579,835,2590,3301,3194,3737,5163,4620,19558,40008,57936,1737,6702,50793,14332,6309,77483
G3500510,2016,NEW MEXICO,Sierra County,11135,4238.195,3369,495,10640,5377,614,841,3222,700,4063,3619,444,0,5470,30451,25389,2690,10005,65,70,376,0,310,309,104,156,92,76,60,55,8,54,203,78,252,533,167,244,63,137,119,98,594,669,212,299,109,160,1955,2457,4052,158,1014,1612,3010,559,5954
G3500530,2016,NEW MEXICO,Socorro County,17000,6648.226,8445,963,16037,4550,394,637,2891,628,5857,5579,278,0,7533,36146,17464,4796,13312,63,507,1915,0,527,676,20,64,188,318,100,57,28,38,204,343,240,450,136,208,141,272,198,212,217,276,298,212,146,200,1683,6628,4364,237,834,3313,2616,939,10132
G3500550,2016,NEW MEXICO,Taos County,32888,2203.669,18738,1819,31069,12127,1337,1401,8033,1356,14925,13666,1257,2,12545,36758,23642,6346,28029,152,77,2375,1,1648,606,193,30,515,616,118,128,9,41,344,190,1121,1479,877,776,349,734,322,329,932,1038,738,716,719,708,5081,9606,10795,393,2047,10668,2727,1865,17628
G3500570,2016,NEW MEXICO,Torrance County,15595,3346.092,6679,874,14721,5664,381,1040,3627,616,6028,5712,316,0,6738,37218,20072,3870,14278,273,57,166,0,307,514,103,109,194,214,58,79,24,0,251,137,451,531,162,309,104,170,169,141,346,438,147,161,236,58,1567,3608,6551,216,1040,1785,3714,825,9271
G3500590,2016,NEW MEXICO,Union County,4175,3831.017,1746,304,3871,1381,112,236,945,88,1613,1588,25,0,1823,37936,23968,496,3543,82,2,92,0,298,158,74,7,81,17,67,28,0,5,46,69,125,79,41,20,19,23,27,74,42,70,10,31,19,73,511,1201,1340,122,281,320,1216,166,2473
G3500610,2016,NEW MEXICO,Valencia County,75956,1067.805,45843,5849,70107,27489,1795,3646,19808,2240,31848,29040,2665,143,28287,45084,21934,14422,61391,839,643,3256,0,7531,2296,661,594,1314,1282,234,561,89,185,1310,685,2278,2650,1025,1064,558,1122,426,732,1269,1381,853,655,574,446,8328,18341,29440,953,3978,10841,13215,3536,48364
G3600010,2016,NEW YORK,Albany County,307426,533.299,17925,32125,275301,126008,5675,11192,102238,6903,168148,159756,8123,269,88929,64535,36454,34919,232402,38407,19928,516,133,4527,11513,703,584,4094,3775,6144,5736,3303,4784,1975,1826,6308,6523,7946,7672,7370,8456,1381,1895,3052,4233,3580,3679,4916,4345,23928,109324,107418,4431,15421,83077,47810,8943,167596
G3600030,2016,NEW YORK,Allegany County,47025,1034.374,744,1189,45836,18009,1109,2328,13370,1202,21334,20029,1296,9,17259,47033,23030,7146,44860,652,525,133,12,276,567,185,76,462,419,264,360,129,303,502,422,1091,1239,467,564,531,611,321,395,779,742,395,448,443,410,4111,13163,18454,848,2613,4882,12525,1285,28333
G3600050,2016,NEW YORK,Bronx County,1437872,57.372,803636,509024,928848,499728,49272,65984,317101,67371,666195,595657,70250,288,449575,38085,20850,407528,306423,490823,52388,9596,1128,525040,52474,15514,14381,23103,25404,15765,23878,4760,10043,22654,25828,26727,33163,16575,23146,9607,14238,10119,14081,7568,11234,5837,8063,5429,7141,104330,549671,361243,57505,62499,353646,37797,8079,1038350
G3600070,2016,NEW YORK,Broome County,194402,715.511,7974,13359,181043,78594,5000,8826,58784,5984,93394,87190,6157,47,67780,50859,27744,31349,167041,11177,8238,392,89,1791,5674,670,866,2183,2253,2358,2249,1387,1798,1784,1677,4504,4764,4147,4018,2729,3417,1057,1562,2468,3198,2167,2015,2309,1798,17960,59949,71233,3366,10839,39212,40943,5917,108330
G3600090,2016,NEW YORK,Cattaraugus County,77686,1322.487,1605,1476,76210,31433,2233,4043,23216,1941,35920,33610,2268,42,26419,47240,24628,12411,71439,1247,648,2380,0,419,1553,305,233,809,907,486,514,167,479,874,647,1818,1971,1121,1142,616,1133,703,788,997,1208,663,632,595,581,7417,19668,30545,1278,4414,9497,19692,1972,46525
G3600110,2016,NEW YORK,Cayuga County,77868,863.667,2232,1791,76077,31251,1532,2923,25199,1597,38590,36489,2084,17,25777,56579,29022,8563,71522,3361,399,235,0,552,1799,792,214,1014,749,794,933,243,355,1042,714,2197,2037,1390,1535,727,1375,708,853,1215,1374,762,766,689,617,7607,20345,30870,1771,4638,13522,17384,2266,44696
G3600130,2016,NEW YORK,Chautauqua County,129656,1500.176,9585,2976,126680,52572,3953,7047,37693,3879,60185,56021,4126,38,45961,45332,24825,23241,119857,3326,694,425,68,2586,2700,760,527,1639,1531,1037,1105,329,665,1593,980,3294,2978,2040,2433,1643,1939,957,1071,1789,2184,1132,1316,1355,1308,13059,34595,49869,2671,7675,19091,31594,3549,75422
G3600150,2016,NEW YORK,Chemung County,85740,410.777,2595,2536,83204,34373,1823,3526,26442,2582,39260,37261,1981,18,29921,53299,28115,11996,75443,5262,1333,294,10,556,2842,501,203,906,1261,652,912,468,561,880,508,2202,2147,1373,1432,1003,1520,602,787,1228,1374,979,864,915,932,7588,22203,33741,2114,4682,13757,20097,2265,49621
G3600170,2016,NEW YORK,Chenango County,48348,898.626,1038,749,47599,20616,1353,2546,15556,1161,23263,21902,1327,34,16223,50595,26717,6796,46395,472,206,166,10,233,866,201,196,484,698,228,393,166,284,833,454,1274,1338,764,671,378,735,573,568,698,800,464,355,388,451,5145,10826,20154,1146,2860,6775,11921,1464,28188
G3600190,2016,NEW YORK,Clinton County,80794,1117.522,2310,3632,77162,31395,1576,3069,24650,2100,37903,36060,1809,34,30016,55178,26772,11182,73391,3475,1183,208,26,1474,1037,868,151,1101,802,637,756,257,494,770,884,1956,1798,1128,1366,988,1719,340,706,910,1148,643,673,830,799,7110,24431,31636,1319,4305,15059,14449,2597,48689
G3600210,2016,NEW YORK,Columbia County,60919,648.202,2827,4224,56695,25243,959,2438,20530,1316,31096,29545,1537,14,20355,63032,35581,7039,54318,2688,1127,33,0,1011,1742,216,87,640,740,496,681,177,480,712,347,1650,1615,1391,1632,1132,1617,622,505,809,1048,986,957,1414,1212,5837,16353,25362,1275,3419,15284,13756,1862,30017
G3600230,2016,NEW YORK,Cortland County,48123,501.517,1278,946,47177,17685,1148,1702,14023,812,24648,23525,1113,10,15232,54489,26979,6884,45625,712,387,111,9,227,1052,163,139,408,421,562,603,139,336,529,267,1064,1190,749,986,590,921,269,388,547,755,405,420,501,435,3596,16070,17711,789,2186,8771,9900,1573,27879
G3600250,2016,NEW YORK,Delaware County,45502,1467.44,1742,2085,43417,19030,1315,2504,14018,1193,21304,20204,1097,3,17600,48827,26629,7000,43108,839,363,70,8,393,721,228,210,426,435,246,388,174,231,647,369,1098,1259,926,884,419,754,543,515,959,786,573,508,513,612,4371,11611,19298,1006,2986,6627,11942,1223,25710
G3600270,2016,NEW YORK,Dutchess County,293894,825.341,34970,33754,260140,107347,4595,7062,91402,4288,153137,144058,8981,98,91349,78028,38048,25335,230158,30830,10664,1061,117,11711,9353,1373,538,3554,3236,3727,4340,1278,2625,2661,1932,8239,8192,8225,8994,6775,7948,1590,2645,3540,4558,3642,3245,4419,3546,23109,84050,121480,5501,14215,62261,61797,6876,162960
G3600290,2016,NEW YORK,Erie County,919866,1226.849,49413,65404,854462,387847,22626,39273,298362,27586,472206,449109,22583,514,282441,55673,32347,129903,716987,123475,31800,4558,309,20247,22490,3779,2879,13461,11249,15968,17036,7817,12928,7008,5817,22397,25382,22917,23461,14951,18648,5212,8450,12113,14766,10400,8638,10030,10809,77703,280458,340161,14481,52974,215456,188303,19866,496241
G3600310,2016,NEW YORK,Essex County,37751,1916.256,1133,1217,36534,15425,835,1528,12393,669,18378,17294,1072,12,13966,56196,30273,3323,35186,1185,134,78,8,460,700,307,50,562,500,310,391,173,195,355,136,1178,1050,873,967,474,834,341,278,626,931,567,615,663,600,3644,9612,16292,599,2606,7762,7958,1498,20533
G3600330,2016,NEW YORK,Franklin County,50692,1697.429,1759,2259,48433,19088,1505,1943,14162,1478,21765,20209,1539,17,20061,51696,25491,8195,41778,2965,255,3618,94,1099,883,468,132,855,563,334,307,168,251,782,278,1219,1388,553,716,586,1042,269,515,455,641,479,408,542,430,4534,15055,19233,1276,2416,7297,8221,1434,33740
G3600350,2016,NEW YORK,Fulton County,53743,532.877,1581,969,52774,22439,1389,2541,17267,1242,25946,24360,1574,12,18121,50248,26875,8119,50849,1085,382,192,15,468,752,355,245,714,882,479,357,128,360,893,528,1473,1616,731,790,450,710,568,520,799,917,406,377,587,456,5259,13318,21213,1533,3488,6496,13462,1256,32529
G3600370,2016,NEW YORK,Genesee County,58112,495.305,1849,1165,56947,23681,1354,2040,19046,1241,31368,29897,1468,3,16356,59338,29465,6501,53404,1304,477,510,0,997,1420,318,108,1002,598,595,638,273,479,464,386,1511,1709,919,1136,673,851,472,562,814,890,483,610,308,303,5186,13986,25123,1085,2971,7650,16915,1867,31680
