gisjoin,year,state,county,population,area,hispanic,nativity_foreign_born,nativity_native,households,income_10k_to_15k,income_15k_to_25k,income_25k_plus,income_less_than_10k,labor_16_plus_in_force,labor_16_plus_employed,labor_16_plus_unemployed,labor_16_plus_armed_forces,labor_16_plus_not_in_force,median_household_income,per_capita_income,poverty,white_male,white_female,black_male,black_female,asian_male,asian_female,aian_male,aian_female,nhpi_male,nhpi_female,other_male,other_female,multi_male,multi_female,age_low_edu_low,age_low_edu_mid,age_low_edu_high,age_low_edu_very_high,age_mid_edu_low,age_mid_edu_mid,age_mid_edu_high,age_mid_edu_very_high,age_high_edu_low,age_high_edu_mid,age_high_edu_high,age_high_edu_very_high,marital_divorced,marital_single,marital_married,marital_separated,marital_widowed,democrat_voter,republican_voter,other_voter,non_voter
G1200790,2016,FLORIDA,Madison County,18474,715.689,966,754,17720,6682,688,1063,4038,893,6541,6169,372,0,8852,35509,19223,4603,5639,5012,3729,3429,126,68,28,42,0,2,211,61,96,31,359,391,144,162,780,894,376,165,409,666,416,298,1974,5473,6536,298,1290,3526,4851,128,9969
G1200810,2016,FLORIDA,Manatee County,373853,892.747,60515,47219,326634,143652,6388,14180,115435,7649,166886,156850,9904,132,144668,56036,32070,46034,154746,164969,14926,17423,3526,4225,568,397,45,205,3090,2700,3694,3339,3293,8648,7126,2439,6248,21057,18421,9772,5488,20584,16771,15616,42291,80704,162065,5914,24853,71224,101944,5790,194895
G1200830,2016,FLORIDA,Marion County,348371,1662.655,44391,25730,322641,136514,7462,18053,101242,9757,134897,122825,11910,162,155978,43361,24570,56264,137081,148108,20685,23201,2608,2741,428,548,206,62,1972,1775,4231,4725,4053,9070,4175,1433,7991,18655,10753,5440,8385,21786,14118,7712,39934,77623,142433,6133,28280,62041,107833,4826,173671
G1200850,2016,FLORIDA,Martin County,157581,753.091,21094,15943,141638,63865,2425,7002,51058,3380,69625,65578,3673,374,64818,57959,40389,16212,67718,70676,5055,4027,873,1260,481,345,40,90,2594,2037,1241,1144,971,2747,2952,1017,2080,10521,9761,5478,2430,11144,9496,6829,18582,34287,67996,2600,12909,30185,53204,2403,71789
G1200860,2016,FLORIDA,Miami-Dade County,2715516,2431.167,1845646,1446122,1269394,870051,51145,101199,635499,82208,1389936,1301540,87126,1270,835191,48982,26838,482656,993509,1048287,231082,250894,20327,22962,2401,2267,375,376,49561,50771,21372,21332,23165,73781,87995,39520,65351,112794,131784,76735,48285,50715,53357,38541,292508,829181,921149,77571,135021,624146,333999,22059,1735312
G1200870,2016,FLORIDA,Monroe County,76325,3737.214,18206,14556,61769,30982,1275,1937,26114,1656,42828,40392,1196,1240,23413,67023,43477,8855,35423,32249,3017,2382,360,617,83,31,0,107,384,537,555,580,296,2369,2116,835,1113,5486,5022,3085,903,3501,3120,2697,11269,17819,32311,1152,4087,18971,21904,1603,33847
G1200890,2016,FLORIDA,Nassau County,80578,725.917,3257,3139,77439,31241,1118,2056,26515,1552,38683,36402,1794,487,27844,66297,35335,8167,36197,36864,2408,2478,405,416,165,109,0,0,135,389,646,366,369,2189,1689,344,1250,5335,3942,1997,1260,3084,3050,2608,8243,15178,38563,1081,4370,10869,34266,1472,33971
G1200910,2016,FLORIDA,Okaloosa County,200737,1082.073,18118,14280,186457,77403,2693,6925,64106,3679,102023,87493,5230,9300,58681,62048,31901,22425,80083,77377,10495,9171,2063,3992,563,469,100,233,3623,3234,4818,4516,2030,8322,7142,2332,2444,12537,9728,6145,1590,7707,5223,4415,20735,45368,83677,3220,10073,23780,71893,5182,99882
G1200930,2016,FLORIDA,Okeechobee County,40572,891.896,10217,4984,35588,13759,857,1967,9805,1130,15856,14722,1124,10,17124,40367,19943,8495,18303,16833,2556,973,136,244,156,178,23,63,316,246,376,169,927,738,336,82,1465,2100,864,296,883,1441,632,317,4141,10225,15298,934,2761,3959,9356,338,26919
G1200950,2016,FLORIDA,Orange County,1321194,1003.235,408324,281488,1039706,458613,19572,45084,362648,31309,704521,661930,42170,421,352196,54335,28859,207125,419285,424789,131626,145567,31459,36674,1618,1270,694,318,40798,42631,22966,21499,12681,44819,59932,23248,21157,62850,68123,37706,14653,25460,23771,16332,124147,415355,461647,26221,47100,329894,195216,21165,774919
G1200970,2016,FLORIDA,Osceola County,338619,1506.03,179388,67734,270885,99158,3997,11219,77484,6458,166047,155492,10442,113,99107,50063,21331,54789,121298,125459,18888,20087,4260,4898,779,747,128,230,14747,13591,6720,6787,3732,12798,8093,2126,5506,19147,11502,5605,5571,7425,4375,2938,31398,95170,122289,7725,13232,85458,50301,4447,198413
G1200990,2016,FLORIDA,Palm Beach County,1446277,2383.187,316016,361659,1084618,548216,21769,53030,440800,32617,716878,669887,46682,309,482576,59943,37998,182863,521196,549300,127666,140823,18102,20777,1297,1105,351,241,17288,17834,15307,14990,11393,35263,41039,14732,22369,71245,86708,48700,17914,65926,67948,57631,150230,375182,569151,24142,97552,374673,272402,15257,783945
G1201010,2016,FLORIDA,Pasco County,510593,868.459,74279,49385,461208,199227,10887,22874,153584,11882,223789,208871,14468,450,195489,50417,27786,67545,217625,229733,14284,14177,5635,7236,947,842,228,107,3390,3487,6463,6439,3921,11790,11366,3838,9855,30950,21042,9738,10559,24233,12839,8990,55828,112831,213131,8453,34821,90142,142101,8896,269454
G1201030,2016,FLORIDA,Pinellas County,957875,608.126,90359,114204,843671,407720,20093,46204,313643,27780,474093,446120,26835,1138,343709,51454,33478,123097,376438,406194,46336,52096,14396,17455,1431,1262,468,492,6341,6829,14356,13781,6909,25326,27646,9513,16086,63128,57096,30256,14990,49716,38883,27013,129671,243664,366110,16710,70913,233701,239201,19501,465472
G1201050,2016,FLORIDA,Polk County,668671,2010.441,143958,66960,601711,231260,11725,26363,177575,15597,294271,273691,20204,376,241272,48500,23812,108755,255222,264964,49205,52485,5120,6238,1045,1144,133,181,8302,7882,8679,8071,7963,18586,12831,3601,15016,33654,21829,11348,11919,28146,14996,10526,63461,169830,259943,11840,39779,117433,157430,9451,384357
G1201070,2016,FLORIDA,Putnam County,72766,826.917,7187,2744,70022,28264,2631,4426,18154,3053,27946,24985,2919,42,30827,35649,19976,17653,28918,29254,5403,6304,128,287,80,132,8,0,276,207,1028,741,985,1633,715,126,2814,4153,1520,825,2077,2914,1383,1156,9659,16386,27067,1629,4995,10094,22138,885,39649
G1201130,2016,FLORIDA,Santa Rosa County,170442,1173.772,9199,8149,162293,61345,2009,4625,51965,2746,80253,72986,4366,2901,56876,66242,30904,16119,73540,72329,6673,3666,1170,2051,560,340,157,285,1344,1164,3731,3432,1471,5698,4895,1160,2624,10241,8328,5076,1989,5925,3740,3245,16528,35675,76966,2588,7660,18464,65339,3942,82697
G1201150,2016,FLORIDA,Sarasota County,412144,725.281,36988,50824,361320,180551,7197,16744,148000,8610,174640,166424,8154,62,185221,58644,39364,39255,179163,196830,8657,9989,3223,3708,405,293,66,40,1722,1288,3197,3563,1712,7809,6635,2330,4754,23672,23055,13552,7014,29391,30162,25883,50841,78549,193106,5062,35857,97870,124438,6755,183081
G1201170,2016,FLORIDA,Seminole County,455086,345.304,94168,60816,394270,167304,5536,13860,138356,9552,241072,226769,13569,734,128871,63760,33419,51442,170506,180978,25183,27897,9389,10575,492,462,165,147,6787,7597,7413,7495,2136,13640,18575,6229,4168,24982,32982,16280,3832,13696,13208,8350,43521,120650,184013,6663,21524,105914,109443,9539,230190
G1201090,2016,FLORIDA,St. Johns County,235503,821.527,15749,16790,218713,86268,2233,5071,75345,3619,114286,108015,5554,717,76042,77323,41393,19660,101753,106967,6256,6475,2996,3560,339,513,89,86,847,618,2380,2624,990,5176,7216,2315,2727,14050,19038,9971,1799,9181,9669,8346,22084,47892,110539,1858,11221,43099,88684,4731,98989
G1201110,2016,FLORIDA,St. Lucie County,305591,687.838,56661,50613,254978,112872,5888,12853,86704,7427,135123,126185,8834,104,116067,49373,25736,45516,109943,113812,29535,31790,2302,3473,607,456,181,88,2938,3377,3879,3210,2822,8072,3995,1689,7480,17305,11018,4931,5472,14562,9739,6949,32242,71787,125591,5380,19802,66881,70289,3677,164744
G1201190,2016,FLORIDA,Sumter County,120999,579.823,6841,6848,114151,54636,2561,4638,44736,2701,26706,25437,1264,5,86398,55228,33629,9839,52136,55308,6183,2846,389,697,235,136,0,44,786,599,996,644,853,1752,376,58,1756,6073,4681,2914,3063,14611,13562,11159,12824,15459,71098,1789,12460,22638,52730,1297,44334
G1201210,2016,FLORIDA,Suwannee County,43924,692.253,3962,2269,41655,15083,1096,1828,10735,1424,18140,16817,1323,0,17443,42686,21755,7530,18619,17768,2730,3058,45,14,42,24,17,15,210,127,567,688,994,1302,522,192,1485,2288,1155,478,877,1809,921,484,5294,8869,17663,1128,2911,3964,14287,443,25230
G1201230,2016,FLORIDA,Taylor County,22098,1232.191,937,635,21463,7356,483,1237,5074,562,6918,6486,432,0,11435,36934,16919,3568,8880,7617,3098,1779,20,60,27,48,34,0,277,79,78,101,733,704,179,17,980,764,337,188,510,760,199,19,2015,5955,8757,406,1354,2152,6930,208,12808
G1201250,2016,FLORIDA,Union County,15239,249.751,840,424,14815,3892,231,396,2856,409,4080,3724,356,0,8602,41770,15475,2131,6727,4502,2720,615,0,85,100,11,4,0,170,27,198,80,572,465,172,29,649,998,350,93,288,570,61,46,2177,4697,4849,414,711,1014,4568,112,9545
G1201270,2016,FLORIDA,Volusia County,527634,1432.426,70582,40449,487185,212985,10708,25922,160477,15878,233179,220015,13011,153,211748,46760,27272,78700,212210,222522,27410,29574,4281,5070,1006,1126,77,91,7126,6747,5165,5229,4134,15283,10504,2401,10575,34696,22621,11804,9418,28307,17102,12967,67797,127475,208235,7872,38895,109091,143007,8771,266765
G1201290,2016,FLORIDA,Wakulla County,31877,735.725,1165,672,31205,11068,279,1036,9115,638,14174,13328,736,110,11655,62778,24322,3272,13689,12514,3204,1537,94,105,38,0,0,0,208,69,257,162,517,1101,401,187,912,2658,1028,576,254,1153,496,344,3566,7936,13025,485,1319,4348,10512,491,16526
G1201310,2016,FLORIDA,Walton County,65858,1239.589,4029,3793,62065,26432,1374,2748,20658,1652,31253,29404,1611,238,22679,53785,33731,9361,28542,28547,2098,994,249,395,176,224,0,92,1319,840,933,1449,978,1848,1370,383,1751,4601,3760,1705,881,2928,2400,1817,7336,13122,29704,1287,3227,6876,25756,1005,32221
G1201330,2016,FLORIDA,Washington County,24566,615.951,887,818,23748,8484,695,1104,5829,856,9358,8527,815,16,10879,37188,18112,4901,10317,9460,2402,1401,10,139,151,157,53,59,33,20,265,99,515,981,220,47,847,1292,664,219,589,813,323,221,2952,6142,9213,548,1677,2264,8637,255,13410
G1300010,2016,GEORGIA,Appling County,18454,512.259,1803,727,17727,6682,528,947,4595,612,7764,7296,460,8,6617,39561,20421,4191,6978,7055,1751,1612,86,53,41,31,0,0,290,253,207,97,413,507,158,80,800,945,306,163,612,518,97,160,1485,4270,7543,276,1081,1434,5494,84,11442
G1300030,2016,GEORGIA,Atkinson County,8265,344.532,2031,1053,7212,2785,265,433,1847,240,3488,3168,320,0,2760,34877,18565,2462,2944,3023,799,685,0,0,31,29,0,0,414,311,20,9,139,138,48,26,217,269,69,128,205,135,85,50,579,2061,3098,224,430,697,1878,35,5655
G1300050,2016,GEORGIA,Bacon County,11228,285.821,940,400,10828,3966,356,589,2611,410,4376,4146,230,0,4252,36964,19634,2865,4476,4597,861,853,14,16,0,0,0,25,63,25,150,148,317,345,54,49,294,594,158,97,128,344,161,144,1085,2460,4455,295,484,608,3364,48,7208
G1300070,2016,GEORGIA,Baker County,3189,349.137,134,129,3060,1385,83,127,935,240,1303,1251,52,0,1330,37188,22864,680,861,949,584,652,57,38,7,0,0,20,12,9,0,0,45,83,21,5,147,156,72,72,115,115,63,14,219,820,1301,102,280,650,775,15,1749
G1300090,2016,GEORGIA,Baldwin County,45286,268.274,997,1232,44054,16122,1192,2260,10313,2357,19637,17708,1836,93,17954,39426,20305,10838,12324,12047,9644,9416,214,476,88,52,0,0,195,157,294,379,471,1484,1021,377,1374,1866,1211,1018,955,1160,675,753,4361,16377,14147,938,2199,7970,7697,449,29170
G1300110,2016,GEORGIA,Banks County,18510,233.885,1236,910,17600,6603,382,810,4863,548,8235,7795,436,4,6561,45373,20810,2478,8638,8573,229,273,121,109,32,35,0,0,159,101,102,138,254,479,256,96,1093,792,350,194,388,472,149,161,1775,3153,8810,301,1063,684,6134,157,11535
G1300130,2016,GEORGIA,Barrow County,76887,162.931,8012,5810,71077,25319,1002,2469,20808,1040,37566,35632,1934,0,21125,57348,23638,9269,29893,31280,4179,4662,1357,1454,86,48,4,2,1271,896,981,774,1062,3165,1820,562,2390,4010,1841,942,988,1681,1009,481,7563,16147,31497,1577,2991,6580,21108,1372,47827
G1300150,2016,GEORGIA,Bartow County,103620,470.111,8631,5775,97845,37351,1549,4048,29536,2218,50951,47997,2855,99,30139,55452,25712,13490,42869,44158,5438,5675,529,503,89,169,2,0,1303,899,1102,884,1709,3346,2461,585,3066,6166,3577,1759,1781,3361,1369,858,12128,21040,43514,1497,4354,8212,29911,1427,64070
G1300170,2016,GEORGIA,Ben Hill County,17154,253.906,1042,538,16616,6569,867,920,4027,755,6634,6313,314,7,6725,32705,17563,5304,4963,5412,2883,3403,11,7,0,0,9,0,144,133,37,152,164,394,154,135,556,711,358,200,293,406,165,118,1392,4860,5710,594,994,2101,3739,96,11218
G1300190,2016,GEORGIA,Berrien County,19025,457.881,925,485,18540,7322,559,890,4840,1033,7841,7085,663,93,7116,37163,18611,4935,7990,8077,1051,1222,13,21,14,77,0,0,138,95,93,234,425,461,129,12,788,740,360,261,670,543,258,127,1840,3903,7731,376,1401,1047,5422,121,12435
G1300210,2016,GEORGIA,Bibb County,153490,254.905,4923,4856,148634,58010,4340,7265,38502,7903,68386,62200,6025,161,51815,39931,24409,37664,30412,32439,38092,44976,1436,1583,60,215,29,34,518,502,1518,1676,2160,5339,3900,1548,3384,8322,5527,4225,3461,3879,2569,2460,15003,49274,45114,3609,8697,36787,24043,1766,90894
G1300230,2016,GEORGIA,Bleckley County,12775,219.13,360,218,12557,4168,306,510,2805,547,4566,4230,336,0,5772,45029,18519,2347,4292,4611,1477,2113,6,22,9,0,0,0,148,78,5,14,94,335,112,85,179,646,338,250,218,300,96,225,1132,3828,4438,258,872,1101,3719,154,7801
G1300250,2016,GEORGIA,Brantley County,18561,447.2,392,255,18306,6564,613,1112,4218,621,7177,6729,414,34,7377,37031,18904,4440,8617,8782,398,257,19,164,0,35,0,3,9,5,60,212,222,410,59,8,714,861,211,132,459,467,141,125,2354,3891,7330,276,1058,619,5567,115,12260
G1300270,2016,GEORGIA,Brooks County,15622,497.798,896,601,15021,6350,415,884,4102,949,6468,5800,658,10,6179,34322,23421,4188,4694,4924,2473,2885,72,56,0,0,0,7,93,40,276,102,185,397,240,61,438,965,395,218,360,434,301,157,1338,3640,6260,443,1187,2528,3701,107,9286
G1300290,2016,GEORGIA,Bryan County,35885,454.454,2454,1652,34233,12636,463,1121,10267,785,18111,15755,1232,1124,8582,71322,30892,5020,13766,13886,2428,2868,254,271,93,69,25,0,472,417,748,588,183,994,1016,400,526,2069,1851,963,315,804,569,418,2708,7034,15701,514,1204,4014,10529,630,20712
G1300310,2016,GEORGIA,Bulloch County,74782,688.622,2894,2337,72445,26955,2347,3677,18228,2703,36437,33249,3124,64,24883,41789,21207,19079,24644,24386,9868,11204,540,514,56,204,91,95,436,514,1142,1088,834,3011,2042,934,1598,3108,1901,1992,890,1522,935,1028,5626,28399,23507,1511,3156,9261,15097,958,49466
G1300330,2016,GEORGIA,Burke County,22550,834.979,703,452,22098,8184,661,967,5729,827,9540,9028,477,35,7850,42773,21334,5523,5422,5512,5027,5931,25,43,0,5,0,0,166,185,57,177,439,666,195,237,925,1264,327,239,541,382,417,109,1670,5561,8613,550,1240,4731,4491,129,13199
G1300350,2016,GEORGIA,Butts County,23750,188.04,751,720,23030,8157,484,1176,5907,590,9445,8915,530,0,9878,41845,22360,4985,8280,8009,4004,2854,42,63,9,1,60,0,130,55,136,107,784,724,384,41,902,1170,507,175,531,515,230,146,1972,6345,9204,686,1498,2566,6717,231,14236
G1300370,2016,GEORGIA,Calhoun County,6428,283.576,299,271,6157,1853,179,276,1120,278,1908,1622,286,0,3525,31725,13927,1326,1329,851,2338,1581,16,18,0,0,0,0,158,56,34,47,182,245,4,28,306,298,135,66,172,146,72,48,783,2340,1688,198,488,1179,830,16,4403
G1300390,2016,GEORGIA,Camden County,52714,781.86,3466,2382,50332,19327,662,1700,15852,1113,26716,21340,1692,3684,14292,56397,28509,6546,20078,18374,4656,5206,439,679,119,244,51,13,663,330,1013,849,543,2737,1358,210,885,3327,1756,1186,478,1431,965,770,4894,11815,22351,867,1747,5930,12310,661,33813
G1300430,2016,GEORGIA,Candler County,10827,248.857,1252,486,10341,3965,245,697,2371,652,4563,4272,288,3,3870,32937,18718,3457,3660,3695,1206,1366,126,121,58,11,0,0,175,125,138,146,198,398,57,32,442,547,275,108,212,379,195,142,1175,2323,3953,405,713,1026,2664,73,7064
G1300450,2016,GEORGIA,Carroll County,116022,503.775,7843,4389,111633,41150,1777,4629,31337,3407,55407,50923,4380,104,36049,49608,24155,21088,42907,44381,10218,11778,371,501,402,575,70,38,1398,1151,1082,1150,1388,4407,3248,896,2829,6214,3144,1939,2219,2527,1279,1492,10164,29585,45326,2296,5651,12464,30029,1628,71901
G1300470,2016,GEORGIA,Catoosa County,66299,162.46,1942,1567,64732,24636,1305,2635,19644,1052,33046,31719,1301,26,19843,55125,26915,6425,29532,31786,851,707,474,479,62,158,0,24,506,246,566,908,810,2327,1327,427,1674,4273,2169,1318,1180,2120,1413,687,6769,12581,29801,940,3741,4771,20876,1110,39542
G1300490,2016,GEORGIA,Charlton County,12983,782.374,1103,1242,11741,3559,184,624,2368,383,4781,4199,582,0,5874,40283,19341,2866,4903,3781,2022,1336,99,8,90,155,16,0,196,40,196,141,155,295,57,117,589,703,108,223,405,236,110,96,1112,3564,5021,469,716,1004,2951,61,8967
G1300510,2016,GEORGIA,Chatham County,287049,632.259,18007,18071,268978,108151,5100,10709,84521,7821,150275,135574,11867,2834,80815,54911,30664,43183,74502,76726,53119,61011,3614,3777,403,375,168,202,2541,1954,4056,4601,2991,13403,11071,4571,4767,16401,13042,8476,3933,8202,7616,6653,28780,88865,96857,5617,14079,62290,45688,4164,174907
G1300530,2016,GEORGIA,Chattahoochee County,10767,251.164,1653,653,10114,2550,118,285,1989,158,6849,2177,231,4441,1689,46453,23651,1201,5158,2352,1366,897,245,146,34,3,35,0,81,112,253,85,19,758,776,99,114,250,184,78,36,44,17,45,493,4227,3632,64,210,594,751,45,9377
G1300550,2016,GEORGIA,Chattooga County,24817,313.546,1230,674,24143,9098,916,1122,6008,1052,9745,8946,798,1,10149,36107,18209,4533,10639,10768,1760,747,66,64,8,21,0,0,272,132,120,220,625,633,163,26,1019,1342,412,305,601,496,219,149,3251,5631,9286,572,1402,1613,6462,177,16565
G1300570,2016,GEORGIA,Cherokee County,241910,434.413,24977,21272,220638,85825,1840,5672,75253,3060,128143,122561,5465,117,59951,79670,35199,19423,102956,106097,8354,8124,2037,2497,498,366,83,35,2730,2548,2612,2973,1601,7013,8032,2530,3608,15709,17526,7438,2064,7766,5566,3491,19380,47490,114373,2689,7735,25231,80649,6163,129867
G1300590,2016,GEORGIA,Clarke County,124602,121.035,13272,12224,112378,47224,3521,6968,29849,6886,62979,58766,4031,182,42177,36889,22589,35653,38166,40176,15427,18927,2197,2851,75,93,57,26,1733,1587,1593,1694,929,3700,6126,3808,2226,3611,3874,4607,1266,1997,2002,3282,8588,58044,33963,1757,3667,29603,12717,2656,79626
G1300610,2016,GEORGIA,Clay County,3001,217.236,0,53,2948,1202,146,215,601,240,1059,876,183,0,1403,25000,16199,1211,470,432,987,1049,10,31,0,0,0,0,0,16,6,0,7,153,2,2,74,171,28,40,138,85,28,50,212,965,811,214,289,697,566,10,1728
G1300630,2016,GEORGIA,Clayton County,278666,144.371,36703,37576,241090,92845,4604,11857,69844,6540,138635,126643,11816,176,70267,45778,20419,54635,23802,23788,88204,104561,6859,7727,196,375,127,0,8432,7355,3128,4112,3876,11699,6363,1828,5694,16765,8966,4477,2527,4968,2225,1475,27545,96333,71103,8109,9918,78220,12645,1994,185807
G1300650,2016,GEORGIA,Clinch County,6743,823.989,345,198,6545,2502,204,420,1256,622,2417,2257,160,0,2701,25236,16538,2605,2250,2189,909,953,29,0,0,4,0,0,169,144,70,26,119,289,71,17,340,301,140,139,325,109,34,26,638,1761,2220,155,429,686,1727,42,4288
G1300670,2016,GEORGIA,Cobb County,745057,344.517,95619,116641,628416,277222,6372,18165,240922,11763,411153,389803,20537,813,174168,75153,38268,73439,217381,224597,93553,110321,18723,20427,1010,727,281,191,18651,16754,10671,11770,4450,23503,35736,14221,6646,37158,60393,35093,5026,17790,18813,13178,62427,196019,305148,9217,23180,160121,152912,17786,414238
G1300690,2016,GEORGIA,Coffee County,42961,602.647,4926,2633,40328,14298,1076,1908,9465,1849,17432,16627,801,4,16145,38266,19709,8703,14704,14489,6354,5702,138,189,59,20,0,0,533,317,300,156,1182,1271,458,269,1506,1947,1054,536,856,969,250,379,4461,12039,14559,918,2243,4094,9588,233,29046
G1300710,2016,GEORGIA,Colquitt County,45606,556.636,8662,4778,40828,15374,1244,2439,10190,1501,20126,18736,1372,18,14611,35472,19173,11318,14453,14944,5056,5435,149,236,131,115,9,0,2160,2067,596,255,991,1114,464,218,1737,1795,726,709,1160,977,340,475,4466,10946,16178,1423,2489,3463,9898,263,31982
G1300730,2016,GEORGIA,Columbia County,147295,307.605,9481,10839,136456,46840,908,3034,41062,1836,72696,65411,3568,3717,41342,76938,32509,12954,53957,55544,11802,12773,2633,3362,171,265,0,0,943,799,2464,2582,1071,5499,5611,1774,1237,7837,8281,4953,1432,3438,2384,2665,12424,31730,64362,2175,5531,18887,43085,2771,82552
G1300750,2016,GEORGIA,Cook County,17184,233.202,988,445,16739,6233,449,981,4052,751,7467,7078,389,0,5815,38408,19778,4080,5812,6049,2222,2501,67,42,24,21,0,0,103,122,120,101,195,597,206,120,641,844,496,147,504,374,160,168,1655,3763,6789,346,953,1753,4176,128,11127
G1300770,2016,GEORGIA,Coweta County,140516,445.831,9562,8496,132020,51308,1590,4066,43124,2528,72137,68690,3397,50,37244,70717,32542,15417,53248,54583,11761,12969,1183,1519,101,206,21,13,780,811,1336,1985,1267,4852,3868,1070,2697,8763,7713,3897,1741,3747,3036,1577,10805,29960,61967,2693,6103,16583,42533,2629,78771
G1300790,2016,GEORGIA,Crawford County,12344,326.452,160,132,12212,4637,390,434,3327,486,5168,4644,496,28,4915,43257,21102,2398,4733,4448,1502,1476,0,25,0,0,0,0,21,0,43,96,133,395,143,26,351,1009,199,278,475,336,36,75,1222,3002,5087,222,637,1421,3635,120,7168
G1300810,2016,GEORGIA,Crisp County,22846,280.95,749,640,22206,8329,997,1106,5114,1112,10024,8798,1226,0,7759,35096,21581,6896,5937,6167,4573,5401,97,123,0,0,9,21,85,0,148,285,316,684,290,42,700,1145,599,245,665,642,283,235,1760,6374,7617,692,1794,2837,4549,126,15334
G1300830,2016,GEORGIA,Dade County,16227,174.16,360,345,15882,6070,430,699,4512,429,7739,7331,313,95,5801,44471,24028,2235,7560,7847,53,50,167,101,0,0,12,12,24,13,116,272,96,585,272,46,644,807,298,253,440,436,274,120,1578,3270,7569,302,977,965,5051,226,9985
G1300850,2016,GEORGIA,Dawson County,23861,214.407,1042,702,23159,8711,223,615,7409,464,11791,11230,468,93,7691,65805,32646,2045,11325,11654,175,55,42,106,6,6,0,0,93,12,133,254,232,692,513,146,842,1201,1203,619,409,864,964,782,2030,4768,11894,234,858,1448,9900,417,12096
G1300870,2016,GEORGIA,Decatur County,26833,623.165,1577,718,26115,10153,697,1373,6438,1645,10286,9645,555,86,10695,39148,20397,6449,6851,7209,5295,5870,27,63,19,0,0,0,622,673,93,111,440,822,157,157,778,1538,609,415,455,631,424,297,2405,6900,9538,746,1771,4124,6020,142,16547
G1300890,2016,GEORGIA,DeKalb County,743187,271.172,63736,121832,621355,277757,10896,25018,223965,17878,405541,375217,29826,498,180836,59280,34100,120880,126429,130117,184340,216745,22115,23207,3086,2575,79,190,6569,6973,9253,11509,7753,25112,37468,20420,10012,34717,44780,34019,6906,13769,16222,16136,68342,255948,227093,15421,28324,251370,51468,11919,428430
G1300910,2016,GEORGIA,Dodge County,20919,503.111,724,313,20606,7694,678,1319,4802,895,8059,7467,583,9,9103,35757,18921,4447,7142,6960,3121,2747,43,36,0,2,0,0,216,66,450,136,195,795,172,44,901,1069,481,292,442,508,263,189,2172,5222,8161,613,1279,1839,5021,149,13910
G1300930,2016,GEORGIA,Dooly County,13905,397.282,958,555,13350,4861,475,842,3082,462,5757,5038,719,0,5969,35629,20259,3086,3423,2854,3701,3123,15,0,8,0,0,0,277,261,105,138,305,353,57,34,560,753,333,187,330,363,203,147,1172,4450,4628,608,1016,1872,1951,36,10046
G1300950,2016,GEORGIA,Dougherty County,91049,334.57,2487,2032,89017,34780,2710,4720,22478,4872,41238,35167,5817,254,30082,37633,21180,25651,11755,12801,28544,34303,435,414,101,93,12,26,610,454,687,814,1281,3724,1570,597,2907,4609,2702,2280,1852,2478,1448,1390,9145,31566,23649,3104,5135,23311,10232,544,56962
G1300970,2016,GEORGIA,Douglas County,141840,201.073,13371,12124,129716,48968,2017,3989,40338,2624,72917,67891,5007,19,36482,62147,26621,18309,33200,34061,30151,35331,975,1278,146,22,1,0,1528,2104,1725,1318,1196,4841,3389,1432,2634,9078,6528,3953,2028,2216,1515,1317,14162,37035,51565,3064,5556,31005,24817,1916,84102
G1300990,2016,GEORGIA,Early County,10348,516.343,229,189,10159,4082,419,781,2289,593,4069,3761,308,0,4086,31567,17598,2938,2292,2443,2340,2975,29,28,0,9,0,0,74,77,56,25,130,291,99,82,376,404,276,135,322,270,166,77,908,2864,3332,293,857,2168,2552,65,5563
G1301010,2016,GEORGIA,Echols County,3994,420.718,984,289,3705,1559,163,279,911,206,1765,1675,90,0,1486,34447,22883,1070,1449,1497,48,95,0,0,31,51,0,0,334,328,111,50,100,134,37,8,190,156,75,49,82,114,21,10,376,768,1871,66,232,156,1007,19,2812
G1301030,2016,GEORGIA,Effingham County,58689,482.928,2483,1722,56967,20489,676,1810,17082,921,29610,28083,1182,345,15032,65153,29795,4977,24033,24060,3935,4020,240,312,34,41,24,0,269,395,680,646,595,1944,1340,484,1215,3557,1848,930,780,992,475,403,5622,11622,25582,567,2397,4853,17874,731,35231
G1301050,2016,GEORGIA,Elbert County,19212,374.214,1075,488,18724,7491,650,1164,5009,668,8197,7626,556,15,7243,37943,22593,3697,6421,6664,2675,3214,0,42,0,0,0,0,44,62,48,42,369,389,122,63,664,989,316,265,616,509,321,148,2007,4556,7279,427,1386,2539,5292,156,11225
G1301070,2016,GEORGIA,Emanuel County,22499,690.179,1003,432,22067,8392,663,1279,5304,1146,9031,8340,691,0,8341,34946,17981,5851,6830,7105,3721,3977,25,38,4,7,0,0,220,112,305,155,461,704,269,124,788,1096,231,360,510,393,201,171,2325,6221,7464,478,1311,2435,5335,90,14639
G1301090,2016,GEORGIA,Evans County,10727,186.869,1256,479,10248,4006,273,432,2723,578,4671,4297,365,9,3477,39701,20537,2782,3049,3242,1590,1672,23,68,1,0,0,0,605,406,35,36,198,447,165,85,403,357,199,151,308,187,128,131,1083,2547,3706,229,746,1130,2404,79,7114
